sex,race,age,age_cat,decile_score,v_decile_score,is_recid,is_violent_recid,score_text,screening_date,two_year_recid,priors_count,c_charge_degree,start,end,event,juv_fel_count,juv_misd_count,juv_other_count,juv_priors_count
male,african-american,39,25 - 45,3,1,1,0,low,2013-11-05,1,6,felony,2,48,1,0,0,0,0
male,other,24,less than 25,3,5,0,0,low,2013-04-09,0,0,felony,0,1088,0,0,0,0,0
male,caucasian,58,greater than 45,3,1,0,0,low,2013-02-23,0,2,felony,1,1133,0,0,0,0,0
female,african-american,21,less than 25,6,7,0,0,medium,2013-01-01,0,0,misdemeanor,1,1186,0,0,0,0,0
male,african-american,21,less than 25,5,7,1,0,medium,2013-08-09,0,1,felony,0,955,1,0,0,0,0
male,african-american,23,less than 25,8,5,1,0,high,2013-12-06,1,4,misdemeanor,0,246,1,0,0,1,1
male,caucasian,62,greater than 45,1,1,0,0,low,2013-01-05,0,0,felony,2,444,0,0,0,0,0
male,african-american,27,25 - 45,8,10,1,0,high,2013-04-24,1,4,misdemeanor,0,300,1,1,0,1,2
male,caucasian,37,25 - 45,3,1,0,0,low,2013-12-02,0,5,felony,10,851,0,0,0,0,0
male,other,43,25 - 45,2,1,1,0,low,2013-08-16,1,2,felony,7,614,1,0,0,0,0
female,african-american,32,25 - 45,1,1,0,0,low,2013-12-01,0,5,felony,0,852,0,0,0,0,0
male,hispanic,23,less than 25,3,5,0,0,low,2013-12-31,0,0,felony,45,463,0,0,0,0,0
male,african-american,27,25 - 45,1,2,0,0,low,2013-04-08,0,0,misdemeanor,1,1089,0,0,0,0,0
male,caucasian,44,25 - 45,1,1,1,0,low,2014-01-02,1,0,misdemeanor,0,570,1,0,0,0,0
male,caucasian,28,25 - 45,3,3,1,0,low,2013-02-18,1,3,misdemeanor,0,412,1,0,0,0,0
female,caucasian,42,25 - 45,2,1,0,0,low,2013-05-28,0,0,felony,0,57,0,0,0,0,0
male,other,24,less than 25,10,10,1,1,high,2013-03-16,1,9,felony,4,80,1,0,1,0,1
male,african-american,27,25 - 45,2,3,0,0,low,2014-01-14,0,0,felony,17,808,0,0,0,0,0
female,caucasian,51,greater than 45,1,1,0,0,low,2014-03-22,0,0,misdemeanor,1,741,0,0,0,0,0
male,caucasian,56,greater than 45,1,1,0,0,low,2013-12-11,0,0,misdemeanor,1,842,0,0,0,0,0
male,african-american,29,25 - 45,9,6,0,0,high,2013-04-25,0,7,felony,0,1072,0,0,0,0,0
male,african-american,20,less than 25,9,8,1,0,high,2014-01-11,1,0,felony,209,258,1,0,0,0,0
male,caucasian,53,greater than 45,1,1,0,0,low,2013-10-03,0,6,felony,0,911,0,0,0,0,0
male,caucasian,27,25 - 45,5,3,0,0,medium,2013-02-22,0,8,felony,67,370,0,0,0,0,0
male,african-american,24,less than 25,9,9,1,1,high,2013-03-26,1,2,felony,18,69,1,0,1,0,1
male,caucasian,28,25 - 45,3,4,1,1,low,2013-10-04,1,2,misdemeanor,1,107,1,0,0,0,0
male,african-american,45,greater than 45,1,1,0,0,low,2013-03-13,0,1,felony,0,1115,0,0,0,0,0
male,hispanic,21,less than 25,5,6,1,0,medium,2013-08-02,0,3,felony,0,501,0,0,1,0,1
female,african-american,36,25 - 45,7,5,0,0,medium,2013-05-06,0,0,felony,11,1061,0,0,0,0,0
female,caucasian,25,25 - 45,4,4,1,0,low,2013-01-11,1,2,misdemeanor,0,54,0,0,0,0,0
female,hispanic,23,less than 25,3,4,1,0,low,2013-04-04,0,1,misdemeanor,0,824,1,0,0,0,0
male,caucasian,28,25 - 45,5,3,0,0,medium,2014-03-03,0,1,felony,0,135,0,0,0,0,0
female,african-american,21,less than 25,8,7,1,0,high,2013-04-25,1,0,felony,0,271,0,0,0,0,0
male,caucasian,36,25 - 45,3,3,0,0,low,2013-12-23,0,0,misdemeanor,0,830,0,0,0,0,0
male,african-american,24,less than 25,3,4,0,0,low,2014-03-13,0,0,felony,0,750,0,0,0,0,0
male,african-american,28,25 - 45,6,4,1,0,medium,2013-09-06,1,3,felony,0,206,1,0,0,0,0
male,other,30,25 - 45,2,2,1,0,low,2014-01-24,1,1,felony,0,138,1,0,0,0,0
male,african-american,29,25 - 45,1,2,0,0,low,2014-03-02,0,0,felony,0,761,0,0,0,0,0
female,caucasian,30,25 - 45,6,2,0,0,medium,2013-03-22,0,0,misdemeanor,4,1106,0,0,0,0,0
male,hispanic,51,greater than 45,1,1,0,0,low,2013-12-27,0,1,misdemeanor,0,826,0,0,0,0,0
male,other,33,25 - 45,1,1,0,0,low,2013-12-05,0,3,felony,0,848,0,0,0,0,0
female,african-american,25,25 - 45,6,5,0,0,medium,2013-12-18,0,2,felony,0,538,0,0,0,0,0
male,african-american,32,25 - 45,9,7,1,1,high,2013-02-16,1,12,felony,1,361,1,0,1,0,1
male,african-american,23,less than 25,6,5,0,0,medium,2014-01-31,0,1,felony,1,791,0,0,0,1,1
male,african-american,47,greater than 45,3,2,0,0,low,2013-03-25,0,3,felony,0,96,0,0,0,0,0
female,hispanic,32,25 - 45,3,3,1,0,low,2013-09-26,1,1,felony,0,302,1,0,0,0,0
male,caucasian,37,25 - 45,1,1,0,0,low,2014-02-25,0,0,felony,18,412,0,0,0,0,0
male,hispanic,27,25 - 45,8,6,0,0,high,2014-02-01,0,0,misdemeanor,1,790,0,0,0,0,0
male,other,39,25 - 45,1,1,0,0,low,2013-11-27,0,0,misdemeanor,0,856,0,0,0,0,0
female,caucasian,21,less than 25,6,8,0,0,medium,2013-02-21,0,0,felony,0,1135,0,0,0,2,2
male,caucasian,69,greater than 45,1,1,0,0,low,2013-01-31,0,0,misdemeanor,0,1156,0,0,0,0,0
male,caucasian,21,less than 25,6,6,0,0,medium,2013-11-07,0,2,felony,1,577,0,0,0,0,0
male,african-american,26,25 - 45,10,10,1,0,high,2013-10-07,1,6,misdemeanor,4,221,1,0,0,1,1
male,caucasian,22,less than 25,4,5,0,0,low,2013-12-09,0,0,felony,0,844,0,0,0,0,0
female,african-american,23,less than 25,5,5,1,0,medium,2013-04-24,1,0,felony,0,384,1,0,0,0,0
male,african-american,49,greater than 45,5,4,0,0,medium,2013-10-15,0,3,felony,4,689,0,0,0,0,0
male,african-american,29,25 - 45,4,3,1,0,low,2013-01-30,0,2,misdemeanor,50,786,1,0,0,1,1
female,caucasian,60,greater than 45,1,1,0,0,low,2013-10-14,0,0,misdemeanor,0,900,0,0,0,0,0
female,african-american,26,25 - 45,10,10,0,0,high,2013-02-05,0,0,misdemeanor,0,53,0,0,0,0,0
male,african-american,23,less than 25,10,10,1,0,high,2013-05-06,1,3,felony,0,235,1,2,0,0,2
female,other,20,less than 25,4,7,0,0,low,2013-03-12,0,1,felony,0,596,0,1,0,0,1
male,hispanic,36,25 - 45,3,2,0,0,low,2013-04-22,0,1,felony,95,160,0,0,0,0,0
male,caucasian,30,25 - 45,4,3,0,0,low,2013-05-04,0,0,felony,2,1063,0,0,0,0,0
male,african-american,21,less than 25,3,6,1,0,low,2013-06-17,0,1,felony,0,947,1,0,1,0,1
male,caucasian,22,less than 25,6,5,1,0,medium,2013-09-09,1,2,misdemeanor,0,158,0,0,0,0,0
male,african-american,57,greater than 45,8,7,0,0,high,2013-05-08,0,18,felony,0,1059,0,0,0,0,0
male,african-american,21,less than 25,9,6,1,0,high,2013-10-22,1,4,felony,219,273,1,0,0,0,0
male,caucasian,34,25 - 45,1,1,0,0,low,2014-02-04,0,1,misdemeanor,0,787,0,0,0,0,0
male,caucasian,40,25 - 45,7,9,1,0,medium,2014-03-30,1,0,felony,7,32,1,0,0,0,0
male,african-american,25,25 - 45,8,7,1,0,high,2014-02-25,1,7,felony,126,239,1,0,0,0,0
female,caucasian,53,greater than 45,1,1,0,0,low,2013-12-22,0,1,misdemeanor,0,831,0,0,0,0,0
female,african-american,24,less than 25,4,4,0,0,low,2013-12-14,0,0,felony,0,839,0,0,0,0,0
male,african-american,42,25 - 45,1,1,0,0,low,2013-06-12,0,1,felony,0,1024,0,0,0,0,0
male,african-american,28,25 - 45,3,3,0,0,low,2013-04-03,0,1,misdemeanor,1,1094,0,0,0,0,0
male,caucasian,24,less than 25,4,4,0,0,low,2014-02-28,0,1,misdemeanor,0,763,0,0,0,0,0
male,african-american,26,25 - 45,8,3,1,0,high,2013-04-23,1,6,felony,0,202,1,1,1,0,2
male,african-american,22,less than 25,9,9,1,1,high,2013-02-05,1,4,felony,574,714,1,0,0,0,0
male,caucasian,21,less than 25,7,8,0,0,medium,2013-08-12,0,3,misdemeanor,0,963,0,0,0,0,0
male,african-american,37,25 - 45,9,4,1,0,high,2013-03-17,1,23,felony,16,23,1,0,0,0,0
male,african-american,35,25 - 45,5,5,0,0,medium,2013-05-16,0,2,felony,4,1051,0,0,0,0,0
male,african-american,53,greater than 45,1,1,0,0,low,2013-08-07,0,2,felony,0,968,0,0,0,0,0
male,african-american,60,greater than 45,1,1,0,0,low,2014-02-11,0,1,felony,0,780,0,0,0,0,0
male,african-american,29,25 - 45,4,3,1,0,low,2013-08-16,0,7,felony,0,773,0,0,0,0,0
male,caucasian,48,greater than 45,8,5,1,1,high,2013-02-09,1,23,felony,640,687,1,1,0,0,1
female,caucasian,52,greater than 45,1,1,0,0,low,2013-03-25,0,0,misdemeanor,0,1103,0,0,0,0,0
male,african-american,27,25 - 45,8,5,1,0,high,2013-04-16,1,12,felony,31,341,1,0,0,0,0
male,african-american,28,25 - 45,9,6,1,0,high,2013-02-13,0,5,felony,51,951,1,0,0,0,0
male,caucasian,33,25 - 45,3,1,0,0,low,2013-12-22,0,3,misdemeanor,0,831,0,0,0,0,0
female,hispanic,28,25 - 45,2,2,0,0,low,2013-04-05,0,0,felony,1,1092,0,0,0,0,0
male,african-american,36,25 - 45,7,3,1,0,medium,2013-02-01,1,14,felony,0,19,1,0,0,0,0
male,african-american,29,25 - 45,5,5,0,0,medium,2013-04-05,0,2,felony,1,1092,0,1,0,0,1
male,african-american,22,less than 25,9,7,1,0,high,2013-01-01,1,0,misdemeanor,21,363,0,0,0,1,1
male,african-american,26,25 - 45,7,7,0,0,medium,2013-03-27,0,6,felony,0,272,0,0,0,2,2
male,caucasian,25,25 - 45,2,3,0,0,low,2013-03-27,0,0,felony,0,1101,0,0,0,0,0
male,caucasian,68,greater than 45,1,1,0,0,low,2013-10-08,0,2,felony,0,906,0,0,0,0,0
male,african-american,56,greater than 45,3,3,0,0,low,2013-01-04,0,5,felony,11,158,0,0,0,0,0
male,african-american,27,25 - 45,8,8,1,1,high,2013-09-04,1,9,felony,51,55,0,0,0,0,0
male,african-american,32,25 - 45,2,2,0,0,low,2013-02-07,0,3,felony,1,494,0,0,0,0,0
male,other,60,greater than 45,1,1,0,0,low,2013-11-26,0,4,felony,0,408,0,0,0,0,0
male,hispanic,23,less than 25,3,4,0,0,low,2013-04-29,0,1,misdemeanor,0,1068,0,0,0,0,0
female,caucasian,39,25 - 45,6,2,0,0,medium,2013-06-20,0,0,misdemeanor,0,1016,0,0,0,0,0
male,caucasian,56,greater than 45,1,1,0,0,low,2013-10-19,0,0,misdemeanor,0,895,0,0,0,0,0
female,african-american,22,less than 25,7,8,0,0,medium,2013-08-24,0,0,felony,0,951,0,0,0,0,0
female,african-american,27,25 - 45,2,2,1,0,low,2013-08-20,1,1,felony,0,511,1,0,0,0,0
male,african-american,53,greater than 45,6,3,0,0,medium,2013-04-19,0,11,felony,109,1078,0,0,0,0,0
male,hispanic,21,less than 25,3,6,0,0,low,2013-10-28,0,0,misdemeanor,0,886,0,0,0,0,0
male,caucasian,22,less than 25,3,5,0,0,low,2014-02-09,0,0,felony,1,782,0,0,0,0,0
female,caucasian,58,greater than 45,1,1,0,0,low,2013-04-29,0,2,misdemeanor,0,183,0,0,0,0,0
male,african-american,31,25 - 45,3,2,1,0,low,2014-01-26,1,7,misdemeanor,1,225,1,0,0,0,0
male,caucasian,22,less than 25,5,5,1,0,medium,2013-06-26,1,1,felony,0,129,1,0,0,0,0
male,african-american,28,25 - 45,6,6,1,0,medium,2013-01-10,1,8,felony,2,6,1,0,0,0,0
male,other,42,25 - 45,1,1,0,0,low,2013-09-15,0,1,felony,1,929,0,0,0,0,0
male,african-american,20,less than 25,7,8,1,0,medium,2013-08-11,1,0,felony,1,55,1,0,0,0,0
male,african-american,29,25 - 45,10,9,0,0,high,2013-12-02,0,8,felony,0,178,0,0,0,0,0
male,african-american,58,greater than 45,7,4,1,0,medium,2013-01-20,1,21,misdemeanor,58,76,1,0,0,0,0
male,african-american,22,less than 25,7,6,0,0,medium,2013-02-14,0,3,felony,105,420,0,0,0,0,0
male,hispanic,48,greater than 45,1,1,1,0,low,2013-12-10,1,1,misdemeanor,1,135,1,0,0,0,0
male,caucasian,37,25 - 45,4,3,0,0,low,2013-01-18,0,0,felony,0,1169,0,0,0,0,0
male,caucasian,27,25 - 45,1,1,0,0,low,2013-08-19,0,3,misdemeanor,0,956,0,0,0,0,0
male,african-american,26,25 - 45,4,3,0,0,low,2013-04-12,0,3,felony,33,88,0,0,0,0,0
male,caucasian,24,less than 25,8,5,1,0,high,2013-11-13,1,3,felony,0,245,0,0,1,1,2
male,caucasian,33,25 - 45,1,2,0,0,low,2013-12-09,0,0,felony,0,844,0,0,0,0,0
male,african-american,29,25 - 45,6,3,0,0,medium,2013-01-07,0,2,felony,0,1180,0,0,0,0,0
female,african-american,24,less than 25,10,9,1,0,high,2014-01-19,1,3,felony,0,54,1,0,0,0,0
male,caucasian,36,25 - 45,1,1,0,0,low,2013-10-15,0,2,misdemeanor,0,899,0,0,0,0,0
female,caucasian,24,less than 25,5,5,0,0,medium,2013-04-26,0,0,felony,0,1071,0,0,0,0,0
male,caucasian,34,25 - 45,1,1,0,0,low,2013-05-13,0,0,misdemeanor,0,1054,0,0,0,0,0
male,hispanic,25,25 - 45,5,3,1,1,medium,2013-03-12,1,2,felony,0,87,1,0,0,0,0
male,african-american,20,less than 25,10,8,1,0,high,2014-03-05,1,1,felony,0,239,1,1,0,1,2
male,african-american,24,less than 25,2,4,1,1,low,2013-09-24,1,1,misdemeanor,1,267,1,0,0,0,0
male,caucasian,61,greater than 45,1,1,0,0,low,2013-01-22,0,4,felony,1,1165,0,0,0,0,0
female,african-american,50,greater than 45,2,1,0,0,low,2014-03-05,0,3,felony,0,758,0,0,0,0,0
male,african-american,30,25 - 45,1,2,0,0,low,2013-03-19,0,1,misdemeanor,4,1109,0,0,0,0,0
male,african-american,38,25 - 45,3,2,0,0,low,2013-11-30,0,5,felony,0,853,0,0,0,0,0
male,caucasian,24,less than 25,1,2,0,0,low,2013-12-13,0,0,misdemeanor,0,840,0,0,0,0,0
male,african-american,45,greater than 45,2,1,0,0,low,2013-10-02,0,16,felony,0,912,0,0,0,0,0
male,caucasian,41,25 - 45,1,1,1,0,low,2013-09-12,1,0,misdemeanor,3,142,1,0,0,0,0
male,african-american,27,25 - 45,8,9,1,1,high,2013-04-17,1,13,misdemeanor,0,719,1,0,0,0,0
female,african-american,51,greater than 45,8,1,0,0,high,2013-08-07,0,16,felony,0,968,0,0,0,0,0
male,african-american,26,25 - 45,6,3,1,0,medium,2013-10-16,1,1,misdemeanor,0,2,1,0,0,0,0
male,caucasian,52,greater than 45,5,3,1,0,medium,2013-10-25,1,6,felony,1,162,1,0,0,0,0
male,caucasian,28,25 - 45,4,3,1,1,low,2014-02-16,1,1,felony,4,157,1,0,0,0,0
female,native american,34,25 - 45,7,3,1,0,medium,2014-01-13,1,4,felony,0,184,1,0,0,0,0
male,african-american,26,25 - 45,9,6,1,1,high,2013-03-05,1,10,felony,0,462,0,1,1,0,2
male,african-american,28,25 - 45,10,10,0,0,high,2013-09-11,0,5,felony,0,933,0,0,0,0,0
male,caucasian,63,greater than 45,1,1,0,0,low,2013-12-12,0,2,felony,0,195,0,0,0,0,0
male,african-american,42,25 - 45,1,1,0,0,low,2013-04-17,0,0,felony,1,1080,0,0,0,0,0
male,african-american,23,less than 25,6,6,1,1,medium,2013-04-20,0,6,felony,0,166,0,1,2,2,5
male,african-american,54,greater than 45,1,1,0,0,low,2014-01-16,0,2,misdemeanor,0,806,0,0,0,0,0
male,african-american,58,greater than 45,6,3,1,0,medium,2013-11-24,1,12,misdemeanor,3,49,1,0,0,0,0
male,african-american,35,25 - 45,2,2,0,0,low,2014-03-10,0,1,misdemeanor,0,753,0,0,0,0,0
male,african-american,20,less than 25,10,10,1,1,high,2013-11-19,1,1,felony,2,80,0,0,0,0,0
male,caucasian,51,greater than 45,1,1,0,0,low,2013-02-04,0,0,felony,35,1152,0,0,0,0,0
male,hispanic,24,less than 25,10,7,0,0,high,2013-04-27,0,0,felony,1,1070,0,0,0,0,0
male,caucasian,37,25 - 45,2,1,0,0,low,2013-05-30,0,3,felony,0,1037,0,0,0,0,0
male,caucasian,47,greater than 45,1,1,0,0,low,2014-02-26,0,3,felony,0,765,0,0,0,0,0
male,caucasian,56,greater than 45,1,1,0,0,low,2013-09-03,0,0,felony,0,941,0,0,0,0,0
male,hispanic,34,25 - 45,1,1,1,0,low,2013-12-23,1,4,felony,31,164,1,0,0,0,0
male,caucasian,59,greater than 45,1,1,1,0,low,2013-02-25,1,1,felony,0,28,1,0,0,0,0
male,asian,35,25 - 45,6,4,0,0,medium,2013-05-16,0,0,felony,100,1051,0,0,0,0,0
male,hispanic,58,greater than 45,1,1,0,0,low,2013-02-07,0,1,felony,0,1149,0,0,0,0,0
male,hispanic,29,25 - 45,4,2,0,0,low,2013-02-06,0,2,misdemeanor,0,1150,0,0,0,0,0
male,caucasian,21,less than 25,9,9,1,1,high,2013-11-06,1,2,misdemeanor,8,37,1,0,0,4,4
male,african-american,26,25 - 45,9,6,0,0,high,2013-04-10,0,2,misdemeanor,0,1087,0,0,0,0,0
male,african-american,26,25 - 45,2,3,0,0,low,2013-02-13,0,1,felony,0,1143,0,0,0,0,0
female,caucasian,30,25 - 45,2,2,0,0,low,2013-09-06,0,0,misdemeanor,0,938,0,0,0,0,0
male,caucasian,29,25 - 45,9,8,1,0,high,2013-10-01,1,6,felony,0,148,1,0,0,0,0
male,caucasian,29,25 - 45,4,4,1,1,low,2014-03-26,1,0,misdemeanor,1,66,1,0,0,0,0
male,african-american,54,greater than 45,1,1,0,0,low,2013-02-18,0,0,misdemeanor,0,1138,0,0,0,0,0
male,african-american,29,25 - 45,4,4,1,1,low,2013-11-13,1,4,felony,7,50,1,0,0,0,0
female,caucasian,59,greater than 45,1,1,0,0,low,2013-10-11,0,0,misdemeanor,0,903,0,0,0,0,0
male,african-american,38,25 - 45,5,1,0,0,medium,2013-03-27,0,0,felony,1,1101,0,0,0,0,0
female,hispanic,22,less than 25,5,4,1,0,medium,2013-09-11,1,2,felony,0,49,0,0,0,0,0
male,caucasian,27,25 - 45,3,3,1,0,low,2013-02-21,1,1,misdemeanor,0,356,1,0,0,0,0
male,hispanic,52,greater than 45,3,1,0,0,low,2013-04-21,0,20,felony,27,104,0,0,0,0,0
male,african-american,66,greater than 45,6,2,1,0,medium,2013-12-21,1,33,felony,14,383,1,0,0,0,0
male,caucasian,27,25 - 45,5,4,0,0,medium,2013-03-09,0,2,felony,0,1119,0,0,0,0,0
male,caucasian,51,greater than 45,1,1,0,0,low,2013-04-22,0,1,misdemeanor,0,508,0,0,0,0,0
male,caucasian,35,25 - 45,2,3,0,0,low,2013-10-03,0,1,felony,74,911,0,0,0,0,0
male,african-american,26,25 - 45,7,4,0,0,medium,2013-08-12,0,1,felony,0,963,0,0,0,0,0
male,caucasian,52,greater than 45,3,2,0,0,low,2014-02-03,0,4,misdemeanor,0,788,0,0,0,0,0
female,african-american,35,25 - 45,2,1,0,0,low,2013-05-16,0,12,misdemeanor,0,61,0,0,0,0,0
male,other,48,greater than 45,5,4,0,0,medium,2013-03-16,0,12,felony,1,1112,0,0,0,0,0
female,african-american,26,25 - 45,2,2,0,0,low,2013-10-27,0,0,misdemeanor,0,887,0,0,0,0,0
female,caucasian,48,greater than 45,1,1,0,0,low,2014-01-14,0,0,misdemeanor,1,808,0,0,0,0,0
male,hispanic,30,25 - 45,4,5,0,0,low,2013-08-27,0,7,misdemeanor,37,948,0,0,0,0,0
male,other,28,25 - 45,1,2,0,0,low,2013-11-03,0,2,misdemeanor,1,880,0,0,0,0,0
male,african-american,33,25 - 45,3,3,0,0,low,2013-10-08,0,2,misdemeanor,0,76,0,0,0,0,0
female,african-american,34,25 - 45,4,2,0,0,low,2013-04-23,0,6,felony,51,803,0,0,0,0,0
male,other,25,25 - 45,1,2,0,0,low,2013-12-20,0,0,misdemeanor,0,833,0,0,0,0,0
male,caucasian,24,less than 25,2,3,0,0,low,2013-04-10,0,0,felony,1,638,0,0,0,0,0
male,caucasian,48,greater than 45,7,4,1,0,medium,2013-03-02,1,1,felony,128,299,1,0,0,0,0
male,african-american,55,greater than 45,8,4,1,1,high,2013-02-08,1,0,misdemeanor,0,61,1,0,0,0,0
male,african-american,52,greater than 45,5,3,0,0,medium,2014-01-21,0,4,misdemeanor,1,801,0,0,0,0,0
male,caucasian,24,less than 25,2,3,0,0,low,2013-01-02,0,0,felony,14,1185,0,0,0,0,0
male,caucasian,23,less than 25,9,6,0,0,high,2013-01-20,0,0,misdemeanor,0,1103,0,0,0,0,0
male,caucasian,27,25 - 45,4,3,1,0,low,2013-10-19,0,6,felony,0,811,1,0,1,3,4
male,african-american,31,25 - 45,2,1,0,0,low,2013-08-17,0,0,felony,0,958,0,0,0,0,0
male,caucasian,32,25 - 45,1,2,1,1,low,2014-01-21,1,1,felony,0,565,1,0,0,0,0
male,other,37,25 - 45,1,1,0,0,low,2013-02-21,0,1,felony,4,1135,0,0,0,0,0
male,caucasian,25,25 - 45,3,4,0,0,low,2013-12-08,0,0,felony,0,66,0,0,0,0,0
male,hispanic,32,25 - 45,10,7,0,0,high,2013-01-01,0,20,felony,1,1186,0,1,1,0,2
male,african-american,35,25 - 45,7,2,0,0,medium,2013-04-25,0,0,felony,1,1072,0,0,0,0,0
male,african-american,42,25 - 45,7,6,1,0,medium,2014-02-09,1,14,felony,1,41,1,0,0,0,0
male,caucasian,24,less than 25,10,8,1,1,high,2013-09-09,1,9,misdemeanor,0,37,1,0,0,1,1
male,hispanic,21,less than 25,6,9,1,0,medium,2013-08-24,1,0,felony,0,116,1,0,0,0,0
male,caucasian,47,greater than 45,1,1,0,0,low,2013-03-20,0,1,misdemeanor,0,1108,0,0,0,0,0
male,african-american,27,25 - 45,9,7,1,0,high,2014-03-21,1,5,felony,0,484,0,0,0,0,0
male,caucasian,46,greater than 45,6,1,1,0,medium,2013-11-17,1,2,felony,0,279,1,0,0,0,0
male,african-american,44,25 - 45,3,1,0,0,low,2013-01-29,0,1,misdemeanor,0,1158,0,0,0,0,0
male,african-american,27,25 - 45,5,5,0,0,medium,2013-04-17,0,0,felony,0,1080,0,0,0,0,0
male,caucasian,23,less than 25,2,3,0,0,low,2013-12-13,0,2,felony,0,840,0,0,0,0,0
female,hispanic,50,greater than 45,1,1,0,0,low,2013-02-13,0,1,felony,0,1143,0,0,0,0,0
male,african-american,42,25 - 45,5,2,0,0,medium,2013-10-03,0,8,felony,1,911,0,0,0,0,0
male,african-american,58,greater than 45,6,3,0,0,medium,2013-05-22,0,6,felony,143,511,0,0,0,0,0
male,african-american,26,25 - 45,6,4,1,0,medium,2013-01-25,0,3,felony,1,895,1,0,0,1,1
female,other,48,greater than 45,1,1,0,0,low,2013-02-04,0,0,felony,16,1152,0,0,0,0,0
male,african-american,39,25 - 45,3,2,1,0,low,2013-10-30,1,3,felony,2,206,1,0,0,0,0
male,african-american,21,less than 25,5,6,1,1,medium,2013-05-15,1,3,felony,0,436,1,0,2,0,2
male,caucasian,63,greater than 45,1,1,0,0,low,2014-01-31,0,1,misdemeanor,0,791,0,0,0,0,0
male,african-american,22,less than 25,7,7,1,1,medium,2013-11-18,1,3,felony,0,532,1,0,1,0,1
male,african-american,50,greater than 45,3,2,0,0,low,2013-02-03,0,3,misdemeanor,0,1153,0,0,0,0,0
male,african-american,38,25 - 45,1,1,0,0,low,2013-05-27,0,0,felony,9,1040,0,0,0,0,0
male,caucasian,41,25 - 45,6,4,0,0,medium,2013-10-22,0,1,felony,0,36,0,0,0,0,0
male,african-american,28,25 - 45,8,9,1,1,high,2014-02-25,1,16,felony,0,436,1,8,0,1,9
female,african-american,30,25 - 45,3,3,0,0,low,2013-11-06,0,0,misdemeanor,1,877,0,0,0,0,0
male,african-american,23,less than 25,5,7,0,0,medium,2013-04-24,0,1,felony,0,302,0,0,0,0,0
male,caucasian,25,25 - 45,4,3,1,0,low,2014-01-23,1,2,felony,0,180,1,0,0,0,0
male,caucasian,40,25 - 45,4,1,0,0,low,2013-09-15,0,5,felony,0,752,0,0,0,0,0
male,hispanic,24,less than 25,8,4,0,0,high,2013-04-25,0,8,felony,0,1072,0,0,0,0,0
male,african-american,27,25 - 45,4,9,1,0,low,2013-12-22,1,5,misdemeanor,64,310,1,0,0,0,0
male,caucasian,44,25 - 45,3,6,0,0,low,2013-09-07,0,11,misdemeanor,180,937,0,0,0,0,0
female,african-american,35,25 - 45,2,1,1,1,low,2013-10-30,1,6,felony,0,576,1,0,0,0,0
male,caucasian,42,25 - 45,1,1,0,0,low,2013-02-06,0,0,misdemeanor,0,1150,0,0,0,0,0
male,african-american,38,25 - 45,7,5,1,0,medium,2014-01-24,0,15,felony,0,770,1,0,0,0,0
male,hispanic,26,25 - 45,6,6,0,0,medium,2013-03-06,0,4,felony,0,1122,0,0,0,0,0
female,african-american,25,25 - 45,3,3,0,0,low,2013-05-28,0,0,misdemeanor,0,1039,0,0,0,0,0
male,caucasian,24,less than 25,4,6,0,0,low,2013-05-17,0,1,felony,0,1050,0,0,0,0,0
male,hispanic,64,greater than 45,1,1,0,0,low,2013-08-13,0,1,felony,0,962,0,0,0,0,0
female,caucasian,49,greater than 45,1,1,1,0,low,2014-01-21,1,2,misdemeanor,0,138,0,0,0,0,0
male,caucasian,28,25 - 45,6,8,1,0,medium,2014-04-01,1,8,felony,0,162,0,0,0,0,0
male,caucasian,66,greater than 45,1,1,1,0,low,2013-08-14,1,0,misdemeanor,1,717,1,0,0,0,0
female,caucasian,46,greater than 45,1,1,0,0,low,2013-08-21,0,0,misdemeanor,0,954,0,0,0,0,0
male,african-american,30,25 - 45,6,6,1,1,medium,2013-03-04,1,5,felony,0,172,1,0,0,1,1
female,caucasian,22,less than 25,3,4,0,0,low,2014-01-22,0,0,misdemeanor,0,800,0,0,0,0,0
male,caucasian,23,less than 25,4,6,0,0,low,2013-03-24,0,1,misdemeanor,9,1049,0,0,0,0,0
male,other,30,25 - 45,6,5,1,0,medium,2013-12-07,1,0,misdemeanor,0,182,1,0,0,0,0
male,hispanic,31,25 - 45,1,2,0,0,low,2013-02-25,0,0,misdemeanor,0,1131,0,0,0,0,0
male,other,31,25 - 45,2,2,0,0,low,2013-05-01,0,1,felony,0,608,0,0,0,0,0
male,african-american,21,less than 25,7,8,1,0,medium,2013-02-26,1,4,felony,0,622,1,4,0,0,4
male,african-american,28,25 - 45,8,7,1,0,high,2013-03-07,0,4,felony,0,747,1,0,0,0,0
male,african-american,25,25 - 45,3,4,1,1,low,2013-03-17,0,0,misdemeanor,0,892,1,0,0,0,0
female,caucasian,21,less than 25,7,5,0,0,medium,2013-11-04,0,0,felony,1,879,0,0,0,0,0
male,african-american,27,25 - 45,2,3,0,0,low,2013-01-13,0,0,misdemeanor,0,1174,0,0,0,0,0
male,hispanic,32,25 - 45,1,1,0,0,low,2013-07-23,0,1,felony,0,983,0,0,0,0,0
female,caucasian,24,less than 25,5,5,0,0,medium,2013-09-22,0,0,felony,1,922,0,0,0,1,1
male,african-american,20,less than 25,3,6,0,0,low,2014-01-29,0,1,felony,0,793,0,1,0,0,1
